line_id,scene_id,start_ms,end_ms,start_tc,en,ja,es,pt,id,ko,tr
L001,S001,567,4733,00:00:00:17,"When people hear the name Steve Jobs,",スティーブ・ジョブズと聞くと、,"Cuando la gente escucha el nombre de Steve Jobs,","Quando as pessoas ouvem o nome Steve Jobs,","Ketika orang mendengar nama Steve Jobs,","사람들이 스티브 잡스라는 이름을 들으면,","İnsanlar Steve Jobs adını duyduklarında,"
L002,S001,4733,10667,00:00:04:22,"many of them may think of a successful man who created Apple.",Appleを作った成功者を思い浮かべるかもしれません。,"muchos de ellos pueden pensar en un hombre exitoso que creó Apple.","muitas delas podem pensar em um homem bem-sucedido que criou a Apple.","banyak dari mereka mungkin membayangkan seorang pria sukses yang menciptakan Apple.","많은 사람들은 Apple을 만든 성공한 사람을 떠올릴지도 모릅니다.","birçoğu Apple'ı kuran başarılı bir adamı düşünebilir."
L003,S002,10667,15733,00:00:10:20,"He was a famous person known all over the world.",世界中に知られた有名な人物です。,"Era una persona famosa conocida en todo el mundo.","Ele era uma pessoa famosa, conhecida no mundo inteiro.","Ia adalah tokoh terkenal yang dikenal di seluruh dunia.","그는 전 세계에 알려진 유명한 인물이었습니다.","O, dünyanın dört bir yanında tanınan ünlü bir insandı."
L004,S002,15733,21100,00:00:15:22,"He stood on big stages and created new things.",大きな舞台に立ち、新しいものを生み出した人です。,"Se paró en grandes escenarios y creó cosas nuevas.","Ele subiu a grandes palcos e criou coisas novas.","Ia berdiri di panggung-panggung besar dan menciptakan hal-hal baru.","그는 큰 무대에 서서 새로운 것들을 만들어 낸 사람이었습니다.","Büyük sahnelere çıktı ve yeni şeyler yarattı."
L005,S003,21100,25233,00:00:21:03,"But his life was not always smooth.",でも、彼の人生は、ずっと順調だったわけではありません。,"Pero su vida no siempre fue tranquila.","Mas a vida dele nem sempre foi tranquila.","Namun, hidupnya tidak selalu berjalan mulus.","하지만 그의 삶이 언제나 순조로웠던 것은 아닙니다.","Ama hayatı her zaman sorunsuz değildi."
L006,S003,25233,32567,00:00:25:07,"In fact, there was a time when he had to leave Apple, the company he had created.",実は彼は、自分が作った会社、Appleから離れることになった時期がありました。,"De hecho, hubo un tiempo en que tuvo que dejar Apple, la empresa que había creado.","Na verdade, houve uma época em que ele teve de deixar a Apple, a empresa que havia criado.","Sebenarnya, ada masa ketika ia harus meninggalkan Apple, perusahaan yang telah ia dirikan.","사실 그는 자신이 만든 회사인 Apple을 떠나야 했던 시기가 있었습니다.","Aslında, kendi kurduğu şirket olan Apple'dan ayrılmak zorunda kaldığı bir dönem vardı."
L007,S004,32567,38100,00:00:32:17,"This is not just a story about a famous successful man.",これは、ただ有名な成功者を紹介する話ではありません。,"Esta no es solo una historia sobre un hombre famoso y exitoso.","Esta não é apenas uma história sobre um homem famoso e bem-sucedido.","Ini bukan sekadar kisah tentang seorang pria terkenal yang sukses.","이것은 단지 유명한 성공한 사람을 소개하는 이야기가 아닙니다.","Bu, sadece ünlü ve başarılı bir adamı anlatan bir hikâye değildir."
L008,S004,38100,47400,00:00:38:03,"It is a story about a man who lost his place, but still did not stop creating and moved forward again.",一度、自分の居場所を失った人が、それでも作ることをやめず、もう一度前に進んでいく話です。,"Es la historia de un hombre que perdió su lugar, pero aun así no dejó de crear y volvió a avanzar.","É a história de um homem que perdeu o seu lugar, mas, mesmo assim, não parou de criar e voltou a seguir em frente.","Ini adalah kisah tentang seorang pria yang kehilangan tempatnya, tetapi tetap tidak berhenti berkarya dan kembali melangkah maju.","한때 자신의 자리를 잃은 한 사람이, 그럼에도 만드는 일을 멈추지 않고 다시 앞으로 나아가는 이야기입니다.","Bu, bir kez kendi yerini kaybeden ama yine de üretmeyi bırakmayıp yeniden ileriye yürüyen bir adamın hikâyesidir."
L009,S005,47400,54367,00:00:47:12,"There was a small beginning, a great success, and then a great loss.",小さな始まりがあり、大きな成功があり、そして大きな喪失がありました。,"Hubo un pequeño comienzo, un gran éxito y luego una gran pérdida.","Houve um pequeno começo, um grande sucesso e, depois, uma grande perda.","Ada awal yang kecil, keberhasilan yang besar, lalu kehilangan yang besar pula.","작은 시작이 있었고, 큰 성공이 있었으며, 그리고 큰 상실이 있었습니다.","Küçük bir başlangıç vardı, büyük bir başarı vardı ve ardından büyük bir kayıp yaşandı."
L010,S005,54367,58933,00:00:54:11,"That beginning was born in a quiet place.",その始まりは、静かな場所で生まれました。,"Ese comienzo nació en un lugar tranquilo.","Esse começo nasceu em um lugar silencioso.","Awal itu lahir di tempat yang tenang.","그 시작은 조용한 곳에서 태어났습니다.","O başlangıç, sessiz bir yerde doğdu."
L011,S006,58933,65267,00:00:58:28,"When Steve Jobs was young, he was not yet known around the world.",若いころのスティーブ・ジョブズは、まだ世界に知られた存在ではありませんでした。,"Cuando Steve Jobs era joven, todavía no era conocido en todo el mundo.","Quando Steve Jobs era jovem, ele ainda não era conhecido no mundo inteiro.","Saat Steve Jobs masih muda, ia belum dikenal di seluruh dunia.","젊은 시절의 스티브 잡스는 아직 전 세계에 알려진 존재가 아니었습니다.","Steve Jobs gençken, henüz dünya çapında tanınan biri değildi."
L012,S006,65267,70233,00:01:05:08,"But he was strongly drawn to creating new things.",でも彼は、新しいものを作ることに強くひかれていました。,"Pero se sentía fuertemente atraído por crear cosas nuevas.","Mas ele se sentia fortemente atraído por criar coisas novas.","Tetapi ia sangat tertarik untuk menciptakan hal-hal baru.","하지만 그는 새로운 것을 만드는 일에 강하게 끌리고 있었습니다.","Ama yeni şeyler yaratmaya güçlü bir şekilde çekiliyordu."
L013,S007,70233,78200,00:01:10:07,"Together with his friend Steve Wozniak, he was trying to turn something new into reality.",彼は友人のスティーブ・ウォズニアックと一緒に、何か新しいものを形にしようとしていました。,"Junto con su amigo Steve Wozniak, intentaba convertir algo nuevo en realidad.","Junto com seu amigo Steve Wozniak, ele estava tentando transformar algo novo em realidade.","Bersama temannya Steve Wozniak, ia berusaha mewujudkan sesuatu yang baru menjadi kenyataan.","그는 친구 스티브 워즈니악과 함께 무언가 새로운 것을 현실로 만들려고 하고 있었습니다.","Arkadaşı Steve Wozniak ile birlikte, yeni bir şeyi gerçeğe dönüştürmeye çalışıyordu."
L014,S007,78200,83267,00:01:18:06,"That beginning was not in the office of a big company.",その始まりは、大きな会社のオフィスではありませんでした。,"Ese comienzo no fue en la oficina de una gran empresa.","Esse começo não aconteceu no escritório de uma grande empresa.","Awal itu bukanlah di kantor sebuah perusahaan besar.","그 시작은 큰 회사의 사무실에서 이루어진 것이 아니었습니다.","O başlangıç, büyük bir şirketin ofisinde değildi."
L015,S007,83267,88033,00:01:23:08,"The place where they began was a garage at home.",二人が動き始めた場所は、家のガレージでした。,"El lugar donde comenzaron fue un garaje en casa.","O lugar onde eles começaram foi uma garagem em casa.","Tempat mereka memulai adalah sebuah garasi di rumah.","그들이 시작한 곳은 집의 차고였습니다.","Onların başladığı yer, evdeki bir garajdı."
L016,S008,88033,93600,00:01:28:01,"There were not many people there, and there was not enough money either.",そこには多くの人も、十分なお金もありませんでした。,"No había mucha gente allí, y tampoco había suficiente dinero.","Não havia muitas pessoas ali, e também não havia dinheiro suficiente.","Di sana tidak ada banyak orang, dan uang pun tidak cukup.","그곳에는 많은 사람도 없었고, 충분한 돈도 없었습니다.","Orada ne çok insan vardı ne de yeterli para."
L017,S008,93600,102300,00:01:33:18,"Even so, the two of them kept working with their hands and slowly gave shape to their idea.",それでも二人は、手を動かしながら少しずつ形にしていきました。,"Aun así, los dos siguieron trabajando con las manos y poco a poco dieron forma a su idea.","Mesmo assim, os dois continuaram trabalhando com as próprias mãos e, aos poucos, deram forma à sua ideia.","Meski begitu, mereka berdua terus bekerja dengan tangan mereka dan perlahan memberi bentuk pada ide mereka.","그럼에도 두 사람은 손을 움직이며 조금씩 자신들의 아이디어를 형태로 만들어 갔습니다.","Yine de ikisi elleriyle çalışmaya devam etti ve fikirlerine yavaş yavaş şekil verdi."
L018,S009,102300,108033,00:01:42:09,"It was still a small beginning, but there was real passion there.",まだ小さな始まりでしたが、そこには本物の熱がありました。,"Seguía siendo un comienzo pequeño, pero allí había una pasión real.","Ainda era um pequeno começo, mas havia uma paixão verdadeira ali.","Itu masih merupakan awal yang kecil, tetapi di sana ada semangat yang sungguh nyata.","아직 작은 시작이었지만, 그곳에는 진짜 열정이 있었습니다.","Bu hâlâ küçük bir başlangıçtı, ama orada gerçek bir tutku vardı."
L019,S009,108033,113033,00:01:48:01,"And the story of Apple began in that small place.",そしてAppleの物語は、その小さな場所から始まりました。,"Y la historia de Apple comenzó en ese pequeño lugar.","E a história da Apple começou naquele pequeno lugar.","Dan kisah Apple dimulai di tempat kecil itu.","그리고 Apple의 이야기는 그 작은 곳에서 시작되었습니다.","Ve Apple'ın hikâyesi o küçük yerde başladı."
L020,S010,113033,120733,00:01:53:01,"The small challenge that began in a garage slowly became known to the outside world.",ガレージで始まった小さな挑戦は、少しずつ外の世界に知られるようになりました。,"El pequeño desafío que comenzó en un garaje poco a poco empezó a ser conocido en el mundo exterior.","O pequeno desafio que começou em uma garagem foi, aos poucos, ficando conhecido no mundo lá fora.","Tantangan kecil yang dimulai di sebuah garasi perlahan mulai dikenal oleh dunia luar.","차고에서 시작된 작은 도전은 조금씩 바깥세상에 알려지기 시작했습니다.","Bir garajda başlayan o küçük girişim, yavaş yavaş dış dünyada tanınmaya başladı."
L021,S010,120733,127700,00:02:00:22,"People began to appear who were strongly drawn to what the two of them had made.",二人が作ったものに、強くひかれる人たちが現れました。,"Empezaron a aparecer personas que se sintieron fuertemente atraídas por lo que habían creado.","Começaram a aparecer pessoas fortemente atraídas pelo que os dois haviam criado.","Mulai bermunculan orang-orang yang sangat tertarik pada apa yang telah dibuat oleh mereka berdua.","두 사람이 만든 것에 강하게 끌리는 사람들이 나타나기 시작했습니다.","İkisinin yaptığı şeye güçlü bir şekilde ilgi duyan insanlar ortaya çıkmaya başladı."
L022,S011,127700,132333,00:02:07:21,"It did not end as just a personal project.",それは、ただの個人的な作業では終わりませんでした。,"No terminó siendo solo un proyecto personal.","Isso não terminou apenas como um projeto pessoal.","Itu tidak berakhir hanya sebagai proyek pribadi.","그것은 단순한 개인 프로젝트로 끝나지 않았습니다.","Bu, sadece kişisel bir proje olarak kalmadı."
L023,S011,132333,137400,00:02:12:10,"More and more people wanted to have it in their hands.",もっと多くの人が、それを手にしたいと思うようになったのです。,"Cada vez más personas querían tenerlo en sus manos.","Cada vez mais pessoas passaram a querer tê-lo em mãos.","Semakin banyak orang ingin memilikinya di tangan mereka.","더 많은 사람들이 그것을 손에 넣고 싶어 하게 되었습니다.","Daha fazla insan ona sahip olmak istemeye başladı."
L024,S011,137400,142533,00:02:17:12,"Apple slowly began to take shape as a company.",Appleは、少しずつ会社としての形を持ち始めました。,"Apple poco a poco comenzó a tomar forma como empresa.","A Apple começou, aos poucos, a tomar forma como empresa.","Apple perlahan mulai terbentuk sebagai sebuah perusahaan.","Apple은 조금씩 회사의 모습을 갖추기 시작했습니다.","Apple yavaş yavaş bir şirket olarak şekil kazanmaya başladı."
L025,S012,142533,150367,00:02:22:16,"More people joined, the work increased, and the world around them began to change.",人が集まり、仕事も増え、周りの景色も変わっていきました。,"Se unieron más personas, el trabajo aumentó y el mundo a su alrededor empezó a cambiar.","Mais pessoas se juntaram, o trabalho aumentou e o mundo ao redor deles começou a mudar.","Semakin banyak orang bergabung, pekerjaan bertambah, dan dunia di sekitar mereka mulai berubah.","사람들이 모여들고, 일도 늘어나고, 주변의 풍경도 변해 갔습니다.","Daha fazla insan katıldı, iş arttı ve etraflarındaki dünya değişmeye başladı."
L026,S012,150367,157267,00:02:30:11,"Jobs could feel that this small beginning was turning into something much bigger.",ジョブズも、この小さな始まりが大きな流れになっていくのを感じていました。,"Jobs podía sentir que este pequeño comienzo se estaba convirtiendo en algo mucho más grande.","Jobs conseguia sentir que aquele pequeno começo estava se transformando em algo muito maior.","Jobs bisa merasakan bahwa awal yang kecil ini sedang berubah menjadi sesuatu yang jauh lebih besar.","잡스 역시 이 작은 시작이 훨씬 더 큰 흐름으로 바뀌어 가는 것을 느끼고 있었습니다.","Jobs da bu küçük başlangıcın çok daha büyük bir şeye dönüştüğünü hissedebiliyordu."
L027,S013,157267,163333,00:02:37:08,"What had started in the garage was no longer just a small dream.",ガレージの中で始まったものは、もう小さな夢ではなくなっていました。,"Lo que había comenzado en el garaje ya no era solo un pequeño sueño.","O que havia começado na garagem já não era mais apenas um pequeno sonho.","Apa yang dimulai di garasi itu bukan lagi hanya mimpi kecil.","차고 안에서 시작된 것은 더 이상 작은 꿈이 아니었습니다.","Garajda başlayan şey artık sadece küçük bir hayal değildi."
L028,S013,163333,168733,00:02:43:10,"From this point on, Apple would grow even bigger.",Appleはここから、さらに大きくなっていきます。,"A partir de aquí, Apple crecería aún más.","A partir daí, a Apple cresceria ainda mais.","Mulai dari titik ini, Apple akan tumbuh jauh lebih besar.","Apple은 여기서부터 더욱 크게 성장해 갑니다.","Bu noktadan sonra Apple daha da büyüyecekti."
L029,S014,168733,176267,00:02:48:22,"As Apple grew bigger, the atmosphere inside the company slowly began to change.",Appleが大きくなるにつれて、会社の中の空気も少しずつ変わっていきました。,"A medida que Apple crecía, el ambiente dentro de la empresa también empezó a cambiar poco a poco.","À medida que a Apple crescia, o clima dentro da empresa também começava a mudar, aos poucos.","Seiring Apple tumbuh semakin besar, suasana di dalam perusahaan juga perlahan mulai berubah.","Apple이 커질수록 회사 안의 분위기도 조금씩 변해 갔습니다.","Apple büyüdükçe, şirketin içindeki hava da yavaş yavaş değişmeye başladı."
L030,S014,176267,185633,00:02:56:08,"It was no longer like the early days, when everyone could move forward with the same feelings and the same goal.",はじめのころのように、みんなが同じ気持ちで前だけを見て進めるわけではなくなっていったのです。,"Ya no era como en los primeros días, cuando todos podían avanzar con los mismos sentimientos y el mismo objetivo.","Já não era mais como nos primeiros dias, quando todos conseguiam seguir em frente com os mesmos sentimentos e o mesmo objetivo.","Itu tidak lagi seperti masa-masa awal, ketika semua orang bisa maju dengan perasaan yang sama dan tujuan yang sama.","초기처럼 모두가 같은 마음과 같은 목표를 바라보며 앞으로 나아갈 수만은 없게 되어 갔습니다.","Artık ilk günlerdeki gibi herkes aynı duygularla ve aynı hedefle ilerleyemiyordu."
L031,S015,185633,191267,00:03:05:19,"Jobs was still trying to move forward with strong belief.",ジョブズは強い思いを持って前に進もうとしていました。,"Jobs seguía intentando avanzar con una fuerte convicción.","Jobs ainda tentava seguir em frente com uma forte convicção.","Jobs masih berusaha untuk melangkah maju dengan keyakinan yang kuat.","잡스는 여전히 강한 믿음을 가지고 앞으로 나아가려 하고 있었습니다.","Jobs hâlâ güçlü bir inançla ilerlemeye çalışıyordu."
L032,S015,191267,201000,00:03:11:08,"But as the company grew larger, the differences between his ideas and those of the people around him also grew.",でも、会社が大きくなるほど、まわりとの考え方の違いも大きくなっていきました。,"Pero a medida que la empresa crecía, también crecían las diferencias entre sus ideas y las de las personas que lo rodeaban.","Mas, à medida que a empresa crescia, também cresciam as diferenças entre as ideias dele e as das pessoas ao seu redor.","Namun, semakin besar perusahaan itu, semakin besar pula perbedaan antara gagasannya dan gagasan orang-orang di sekitarnya.","하지만 회사가 커질수록 그의 생각과 주변 사람들의 생각 차이도 함께 커져 갔습니다.","Ama şirket büyüdükçe, onun fikirleriyle etrafındaki insanların fikirleri arasındaki farklar da büyüdü."
L033,S016,201000,208833,00:03:21:00,"Even in meetings, the sense of unity they once had slowly began to disappear.",会議の中でも、前のような一体感は少しずつ消えていきました。,"Incluso en las reuniones, la sensación de unidad que antes tenían empezó a desaparecer poco a poco.","Até mesmo nas reuniões, o senso de união que eles antes tinham começou, aos poucos, a desaparecer.","Bahkan dalam rapat, rasa kebersamaan yang dulu mereka miliki perlahan mulai menghilang.","회의 속에서도 예전과 같은 일체감은 조금씩 사라져 갔습니다.","Toplantılarda bile, bir zamanlar sahip oldukları birlik duygusu yavaş yavaş kaybolmaya başladı."
L034,S016,208833,216833,00:03:28:25,"Even when they talked, there were more and more times when their feelings did not come together.",話し合っても、気持ちがうまく重ならないことが増えていきました。,"Incluso cuando hablaban, cada vez había más momentos en que sus sentimientos no coincidían.","Mesmo quando conversavam, aumentavam cada vez mais os momentos em que seus sentimentos não coincidiam.","Bahkan saat mereka berbicara, semakin sering perasaan mereka tidak sejalan.","이야기를 나누어도 마음이 잘 맞지 않는 때가 점점 늘어났습니다.","Konuştuklarında bile, duygularının uyuşmadığı anlar gittikçe arttı."
L035,S017,216833,223533,00:03:36:25,"For Jobs, the company was becoming a more painful place than before.",ジョブズにとって、会社は前よりも苦しい場所になっていきました。,"Para Jobs, la empresa se estaba convirtiendo en un lugar más doloroso que antes.","Para Jobs, a empresa estava se tornando um lugar mais doloroso do que antes.","Bagi Jobs, perusahaan itu menjadi tempat yang lebih menyakitkan daripada sebelumnya.","잡스에게 회사는 이전보다 더 괴로운 곳이 되어 갔습니다.","Jobs için şirket, eskisinden daha acı verici bir yere dönüşüyordu."
L036,S017,223533,231100,00:03:43:16,"In the place where he had once stood at the center, he was slowly becoming isolated.",かつて自分が中心にいたはずの場所で、少しずつ孤立していったのです。,"En el lugar donde una vez estuvo en el centro, poco a poco se fue quedando aislado.","No lugar onde um dia ele esteve no centro, ele foi, aos poucos, ficando isolado.","Di tempat di mana ia dulu berdiri di pusat, ia perlahan menjadi terasing.","한때 자신이 중심에 서 있던 그곳에서, 그는 조금씩 고립되어 갔습니다.","Bir zamanlar merkezde durduğu yerde, yavaş yavaş yalnızlaşmaya başladı."
L037,S018,231100,234333,00:03:51:03,"Apple was growing bigger.",Appleは大きくなっていました。,"Apple estaba creciendo.","A Apple estava ficando maior.","Apple sedang tumbuh semakin besar.","Apple은 점점 더 커지고 있었습니다.","Apple büyüyordu."
L038,S018,234333,240533,00:03:54:10,"But inside it, Jobs's place was slowly becoming smaller.",でもその中で、ジョブズの居場所は少しずつ小さくなっていきました。,"Pero dentro de ella, el lugar de Jobs se iba haciendo cada vez más pequeño.","Mas, dentro dela, o lugar de Jobs estava, aos poucos, ficando menor.","Namun di dalamnya, tempat Jobs perlahan menjadi semakin kecil.","하지만 그 안에서 잡스의 자리는 조금씩 작아지고 있었습니다.","Ama onun içinde Jobs'ın yeri yavaş yavaş küçülüyordu."
L039,S019,240533,246233,00:04:00:16,"And then one day, a major decision was finally made.",そしてある日、ついに大きな決定が下されました。,"Y entonces, un día, finalmente se tomó una decisión importante.","E então, um dia, uma grande decisão finalmente foi tomada.","Lalu pada suatu hari, sebuah keputusan besar akhirnya dibuat.","그리고 어느 날, 마침내 큰 결정이 내려졌습니다.","Ve sonra bir gün, sonunda büyük bir karar alındı."
L040,S019,246233,251667,00:04:06:07,"Jobs had to leave Apple, the company he had created.",ジョブズは、自分が作ったAppleを去ることになったのです。,"Jobs tuvo que dejar Apple, la empresa que había creado.","Jobs teve de deixar a Apple, a empresa que ele havia criado.","Jobs harus meninggalkan Apple, perusahaan yang telah ia ciptakan.","잡스는 자신이 만든 회사인 Apple을 떠나야 했습니다.","Jobs, kendi kurduğu şirket olan Apple'dan ayrılmak zorunda kaldı."
L041,S019,251667,256133,00:04:11:20,"It was an incredibly heavy moment for him.",それは、あまりにも重い出来事でした。,"Fue un momento increíblemente duro para él.","Foi um momento incrivelmente pesado para ele.","Itu adalah momen yang sangat berat baginya.","그것은 그에게 너무나도 무거운 순간이었습니다.","Bu, onun için inanılmaz derecede ağır bir andı."
L042,S020,256133,261000,00:04:16:04,"For him, Apple was not just a place to work.",彼にとってAppleは、ただ働く場所ではありませんでした。,"Para él, Apple no era solo un lugar para trabajar.","Para ele, a Apple não era apenas um lugar para trabalhar.","Baginya, Apple bukan sekadar tempat untuk bekerja.","그에게 Apple은 단지 일하는 장소가 아니었습니다.","Onun için Apple sadece çalıştığı bir yer değildi."
L043,S020,261000,267400,00:04:21:00,"It was the place where he had first turned his dreams into reality.",最初に夢を形にした場所でした。,"Era el lugar donde había convertido sus sueños en realidad por primera vez.","Era o lugar onde ele havia transformado seus sonhos em realidade pela primeira vez.","Itu adalah tempat di mana ia pertama kali mewujudkan mimpinya menjadi kenyataan.","그곳은 그가 처음으로 자신의 꿈을 현실로 만든 곳이었습니다.","Orası, hayallerini ilk kez gerçeğe dönüştürdüğü yerdi."
